observation_key,licensor_resolution,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,proposal_order,proposed_disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,rationale_code,create_candidate_code,create_candidate_name,classification_automatic,owner_activation_required,coldlion_phase5_overlap,coldlion_phase5_divisions,proposed_parent_evidence,current_accepted_relationship_count,currently_tagged_at_risk,cross_parent_proposal,fuzzy_similarity_used_for_selection,proposal_effective
1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb|packaging,resolved,1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb,SESAME STREET,packaging,189,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,10,false,false,false,false
1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb|trend guides,resolved,1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb,SESAME STREET,trend guides,452,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,2,false,false,false,false
1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb|vintage and retro collections,resolved,1619ecdc-a0ad-4d1e-b8f2-7ea2aa1184fb,SESAME STREET,vintage and retro collections,216,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,0,false,false,false,false
1c47d63b-bf79-42ff-876e-c5263f323418|[blank],resolved,1c47d63b-bf79-42ff-876e-c5263f323418,NFL,,32,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
23937016-6f26-4a26-a281-da5a9dc15362|ncaa,resolved,23937016-6f26-4a26-a281-da5a9dc15362,NCAA,ncaa,21,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
41b43c61-aaea-4f9d-b84c-abfb04de59f1|budweiser,resolved,41b43c61-aaea-4f9d-b84c-abfb04de59f1,Anheuser Busch,budweiser,131,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
41b43c61-aaea-4f9d-b84c-abfb04de59f1|busch,resolved,41b43c61-aaea-4f9d-b84c-abfb04de59f1,Anheuser Busch,busch,40,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
41b43c61-aaea-4f9d-b84c-abfb04de59f1|michelob,resolved,41b43c61-aaea-4f9d-b84c-abfb04de59f1,Anheuser Busch,michelob,4,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
41b43c61-aaea-4f9d-b84c-abfb04de59f1|michelob ultra,resolved,41b43c61-aaea-4f9d-b84c-abfb04de59f1,Anheuser Busch,michelob ultra,12,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
4dba7d87-54ed-4dee-894b-570326953d92|[blank],resolved,4dba7d87-54ed-4dee-894b-570326953d92,STRAWBERRY SHORTCAKE,,4,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
4dba7d87-54ed-4dee-894b-570326953d92|modern core,resolved,4dba7d87-54ed-4dee-894b-570326953d92,STRAWBERRY SHORTCAKE,modern core,304,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
4dba7d87-54ed-4dee-894b-570326953d92|vintage,resolved,4dba7d87-54ed-4dee-894b-570326953d92,STRAWBERRY SHORTCAKE,vintage,1610,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,2,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|[blank],resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,,3,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|avatar the last airbender,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,avatar the last airbender,855,1,exact_existing,23315dd3-f6a7-41b7-bdbb-ac013dd54165,AT,AVATAR THE LAST AIRBENDER,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,868,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|beverly hills 90210,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,beverly hills 90210,447,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|brady bunch,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,brady bunch,200,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|cheers,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,cheers,200,7,canonical_create_candidate,,,,,exact_coldlion_phase5_candidate_with_resolved_popsg_parent_observation,CHR,CHEERS,false,true,true,CW001|SP001,resolved PopSG Licensor observation only; ColdLion supplies no parent; owner approval required,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|clueless,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,clueless,178,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|ferris buellers day off,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,ferris buellers day off,28,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|footloose,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,footloose,61,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|forrest gump core style guide,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,forrest gump core style guide,15,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|garfield,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,garfield,611,1,exact_existing,4526a736-7b50-4e7d-bc30-97edc8764e3d,GE,GARFIELD,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,758,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|grease,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,grease,159,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|happy days,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,happy days,201,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|invader zim,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,invader zim,381,1,exact_existing,6e0beeae-b784-4996-af8b-e06de3cfbfc9,ZM,INVADER ZIM,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,382,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|its a wonderful life,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,its a wonderful life,8,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|mean girls 2004,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,mean girls 2004,300,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|mighty mouse,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,mighty mouse,242,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|scream franchise,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,scream franchise,92,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,92,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|spongebob,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,spongebob,2868,1,exact_existing,e26d6839-c6cd-4eee-ac76-f56e1479c4ed,SB,SPONGEBOB,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2868,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|the anchorman the legend of ron burgundy,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,the anchorman the legend of ron burgundy,24,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|the godfather,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,the godfather,193,1,exact_existing,41ffb828-ede0-4295-aac9-fd31eaedc840,GH,THE GODFATHER,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,193,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|the twilight zone,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,the twilight zone,146,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,1,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|tmnt,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,tmnt,1147,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|top gun,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,top gun,103,1,exact_existing,f21afc9f-8e64-46f6-875f-757f97664a8b,TU,TOP GUN,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,139,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|top gun maverick,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,top gun maverick,197,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,197,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|viacom 2023 rollout,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,viacom 2023 rollout,193,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,26,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|yellowstone,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,yellowstone,200,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|[blank],resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,,8,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|graphics and logos,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,graphics and logos,511,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|key artwork,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,key artwork,13,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|legends,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,legends,1580,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,532,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|premium live events,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,premium live events,177,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|summer slam,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,summer slam,4,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|superstars,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,superstars,2,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|wwe championship titles,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,wwe championship titles,34,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
7575d1db-dbee-4336-84a9-aa378f05f105|wwe corporate logo,resolved,7575d1db-dbee-4336-84a9-aa378f05f105,WWE,wwe corporate logo,9,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|[blank],resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,,3,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|aladdin,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,aladdin,235,1,exact_existing,dd952916-072b-4dfb-a536-66bf25f237ae,AD,ALADDIN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,244,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|alice in wonderland,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,alice in wonderland,769,1,exact_existing,2a51343c-6ed0-4c8f-9f1a-d193d4a6a573,AW,ALICE IN WONDERLAND,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,772,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|cars,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,cars,2594,1,exact_existing,af20b0b0-d5e1-4741-b2bc-890fd7938954,CAR,CARS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2651,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|creative rollouts,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,creative rollouts,255,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,48,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|disney channel,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,disney channel,2865,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,1641,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|disney classics,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,disney classics,5124,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,659,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|frozen,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,frozen,2692,1,exact_existing,b3486141-9ed4-40f5-9aec-878f48a1ff16,FZ,FROZEN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,3239,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|frozen ii,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,frozen ii,917,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,1294,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hercules,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hercules,1208,1,exact_existing,7e21920e-1790-45bf-850c-33a16d815578,HE,HERCULES,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1231,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hocus pocus,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hocus pocus,264,1,exact_existing,b4a1e988-7b93-4877-a50d-6f80f9ff3b30,HPS,HOCUS POCUS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,273,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|holiday,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,holiday,10293,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,3408,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|mickey,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,mickey,16835,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,10185,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|moana live action,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,moana live action,276,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|multi property,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,multi property,2870,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,431,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|muppets,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,muppets,460,1,exact_existing,53f35a43-3719-411a-a818-1c0ef31726f5,MU,MUPPETS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,475,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|nightmare before xmas,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,nightmare before xmas,2469,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,1907,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|packaging,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,packaging,1937,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,680,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|peter pan,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,peter pan,1236,1,exact_existing,282ee9db-10f6-4a46-b066-918866b33de3,PA,PETER PAN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1436,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|pixar,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,pixar,2018,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,635,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|planes,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,planes,6,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|posters,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,posters,195,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|princess,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,princess,16603,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,940,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|retail guides,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,retail guides,3,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|robin hood,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,robin hood,37,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|stitch,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,stitch,5376,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,914,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|the lion king,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,the lion king,521,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,31,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|the little mermaid,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,the little mermaid,814,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,36,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|toy story 4,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,toy story 4,1019,1,exact_existing,74a90714-2926-4beb-a70c-c5570b963296,TS,TOY STORY 4,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1076,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|toy story 5,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,toy story 5,607,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|toy story classic,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,toy story classic,1260,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,220,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|villains,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,villains,1273,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,682,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|winnie the pooh,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,winnie the pooh,6887,1,exact_existing,b3f195f8-61f9-42ba-b7c9-1932a0ebcf78,WP,WINNIE THE POOH,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,7615,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|[blank],resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,,14,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|beetlejuice,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,beetlejuice,751,1,exact_existing,4e41dcdf-a2cb-4ddd-ad03-f447ab73615a,BJ,BEETLEJUICE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,754,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|beetlejuice 2,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,beetlejuice 2,91,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,91,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|corpse bride,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,corpse bride,575,1,exact_existing,01e61839-32ad-4eaf-b9e4-14b97cbd86b1,CD,CORPSE BRIDE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,575,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|dc,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,dc,14164,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,10185,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|friends,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,friends,288,1,exact_existing,95c1c2a5-da7b-4e69-b275-bc57e0298396,FN,FRIENDS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,288,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|game of thrones,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,game of thrones,476,1,exact_existing,be51fe30-87a9-409e-bf62-43d5c18e039f,GT,GAME OF THRONES,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,478,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|gilmore girls,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,gilmore girls,306,1,exact_existing,c8d1dd59-7c9a-4a58-ac46-63789df04286,GGS,GILMORE GIRLS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,307,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|gremlins,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,gremlins,415,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|harry potter,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,harry potter,6961,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,7182,true,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|house of the dragon,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,house of the dragon,102,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|looney tunes,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,looney tunes,3402,1,exact_existing,b2bf31a7-f69a-46c8-8819-eda0605dc07a,LT,LOONEY TUNES,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,3403,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|lord of the rings,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,lord of the rings,1006,1,exact_existing,abf71e62-7598-4b34-b07f-364eea7cac07,LR,LORD OF THE RINGS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1006,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|lotr the hobbit,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,lotr the hobbit,467,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|mortal kombat,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,mortal kombat,157,1,exact_existing,c0873079-36a4-4ab1-9aa0-1e8bedc6b274,MB,MORTAL KOMBAT,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,157,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|power puff girls,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,power puff girls,2413,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,2,false,false,false,false
